seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	42927910	42927979	70	*	X00450	728621	42929025	43120335	191311	+	1045	upstream	1045	CCDC30
chr1	43123134	43123253	120	*	X00451	10465	43124048	43142429	18382	+	794	upstream	794	PPIH
chr1	43231350	43231409	60	*	X00453	79078	43232916	43241413	8498	+	1506	upstream	1506	C1orf50
chr1	43995295	43995474	180	*	X00472	5792	43996547	44089343	92797	+	1072	upstream	1072	PTPRF
chr1	43995790	43995879	90	*	X00473	5792	43996547	44089343	92797	+	667	upstream	667	PTPRF
chr1	44114717	44114823	107	*	X00477	9682	44115797	44171189	55393	+	973	upstream	973	KDM4A
chr1	44444316	44444437	122	*	X00479	8704	44444874	44456843	11970	+	436	upstream	436	B4GALT2
chr1	44456857	44456976	120	*	X00480	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	45141008	45141097	90	*	X00484	79639	45119501	45140099	20599	-	908	upstream	908	TMEM53
chr1	45264817	45264951	135	*	X00487	1263	45266036	45271667	5632	+	1084	upstream	1084	PLK3
chr1	45476006	45476101	96	*	X00492	7389	45477805	45481341	3537	+	1703	upstream	1703	UROD
chr1	46640343	46640507	165	*	X00493	10103	46640749	46651634	10886	+	241	upstream	241	TSPAN1
chr1	54412855	54413017	163	*	X00524	51668	54387234	54411288	24055	-	1566	upstream	1566	HSPB11
chr1	55007403	55007411	9	*	X00525	26027	55007930	55100417	92488	+	518	upstream	518	ACOT11
chr1	55679451	55679530	80	*	X00529	100507634	55681081	55683128	2048	+	1550	upstream	1550	LOC100507634
chr1	65612582	65612701	120	*	X00547	205	65613232	65697828	84597	+	530	upstream	530	AK4
chr1	78150325	78150444	120	*	X00557	26009	78030190	78149104	118915	-	1220	upstream	1220	ZZZ3
chr1	86043842	86043968	127	*	X00565	23576	85784168	86044046	259879	-	0	inside	77	DDAH1
chr1	86044449	86044553	105	*	X00566	23576	85784168	86044046	259879	-	402	upstream	402	DDAH1
chr1	86044449	86044553	105	*	X00566	3491	86046444	86049648	3205	+	1890	upstream	1890	CCN1
chr1	86044614	86044733	120	*	X00567	23576	85784168	86044046	259879	-	567	upstream	567	DDAH1
chr1	86044614	86044733	120	*	X00567	3491	86046444	86049648	3205	+	1710	upstream	1710	CCN1
chr1	90460004	90460036	33	*	X00575	284695	90460678	90494094	33417	+	641	upstream	641	ZNF326
chr1	112533397	112533516	120	*	X00600	3752	112318454	112531777	213324	-	1619	upstream	1619	KCND3
chr1	112533397	112533516	120	*	X00600	643355	112533190	112541463	8274	+	0	inside	206	LINC01750
chr1	114446400	114446519	120	*	X00609	64858	114447915	114456708	8794	+	1395	upstream	1395	DCLRE1B
chr1	114521961	114522050	90	*	X00611	56944	114522030	114524876	2847	+	0	overlapStart	0	OLFML3
chr1	117908088	117908192	105	*	X00615	10905	117910085	118068320	158236	+	1892	upstream	1892	MAN1A2
chr1	145471958	145472032	75	*	X00618	84265	145456236	145470387	14152	-	1570	upstream	1570	POLR3GL
chr1	145472312	145472378	67	*	X00619	84265	145456236	145470387	14152	-	1924	upstream	1924	POLR3GL
chr1	145506503	145506577	75	*	X00621	9939	145507557	145513535	5979	+	979	upstream	979	RBM8A
chr1	145548730	145548735	6	*	X00622	148741	145549209	145568526	19318	+	473	upstream	473	ANKRD35
chr1	145549497	145549616	120	*	X00623	148741	145549209	145568526	19318	+	0	inside	287	ANKRD35
chr1	147012078	147012242	165	*	X00626	607	147013182	147098015	84834	+	939	upstream	939	BCL9
chr1	150241985	150242018	34	*	X00632	51107	150237799	150241609	3811	-	375	upstream	375	APH1A
chr1	151030764	151030835	72	*	X00641	10962	151032151	151040973	8823	+	1315	upstream	1315	MLLT11
chr1	151119975	151120087	113	*	X00642	10500	151104163	151119140	14978	-	834	upstream	834	SEMA6C
chr1	151139329	151139448	120	*	X00643	388695	151132224	151138424	6201	-	904	upstream	904	LYSMD1
chr1	151736856	151736960	105	*	X00650	65005	151732123	151736040	3918	-	815	upstream	815	MRPL9
chr1	151967363	151967377	15	*	X00654	6281	151955386	151966714	11329	-	648	upstream	648	S100A10
chr1	152009715	152009722	8	*	X00655	6282	152004982	152009511	4530	-	203	upstream	203	S100A11
chr1	153538935	153539052	118	*	X00659	6273	153533585	153538306	4722	-	628	upstream	628	S100A2
chr1	153539799	153539890	92	*	X00660	6273	153533585	153538306	4722	-	1492	upstream	1492	S100A2
chr1	153586318	153586323	6	*	X00663	140576	153579367	153585514	6148	-	803	upstream	803	S100A16
chr1	153600936	153600951	16	*	X00664	6271	153600873	153604513	3641	+	0	inside	62	S100A1
chr1	153919592	153919711	120	*	X00668	9909	153901977	153919154	17178	-	437	upstream	437	DENND4B
chr1	153931633	153931696	64	*	X00669	200186	153920148	153931132	10985	-	500	upstream	500	CRTC2
chr1	153931772	153931891	120	*	X00670	200186	153920148	153931132	10985	-	639	upstream	639	CRTC2
chr1	153940982	153940992	11	*	X00672	27173	153931575	153940660	9086	-	321	upstream	321	SLC39A1
chr1	154935838	154935972	135	*	X00681	90780	154929502	154934258	4757	-	1579	upstream	1579	PYGO2
chr1	154965813	154965841	29	*	X00685	55891	154966062	154966791	730	+	220	upstream	220	LENEP
chr1	154966164	154966268	105	*	X00686	55891	154966062	154966791	730	+	0	inside	101	LENEP
chr1	155034317	155034436	120	*	X00699	1944	155036213	155060014	23802	+	1776	upstream	1776	EFNA3
chr1	155034317	155034436	120	*	X00699	1945	155036213	155042029	5817	+	1776	upstream	1776	EFNA4
chr1	155034911	155034959	49	*	X00700	1944	155036213	155060014	23802	+	1253	upstream	1253	EFNA3
chr1	155034911	155034959	49	*	X00700	1945	155036213	155042029	5817	+	1253	upstream	1253	EFNA4
chr1	155099024	155099143	120	*	X00707	1942	155100349	155107386	7038	+	1205	upstream	1205	EFNA1
chr1	155099346	155099383	38	*	X00708	1942	155100349	155107386	7038	+	965	upstream	965	EFNA1
chr1	155162663	155162665	3	*	X00713	4582	155158300	155162706	4407	-	0	inside	40	MUC1
chr1	155177078	155177242	165	*	X00714	4580	155178490	155183624	5135	+	1247	upstream	1247	MTX1
chr1	155177765	155177869	105	*	X00715	4580	155178490	155183624	5135	+	620	upstream	620	MTX1
chr1	155178140	155178242	103	*	X00716	4580	155178490	155183624	5135	+	247	upstream	247	MTX1
chr1	155248288	155248337	50	*	X00719	1196	155232659	155247501	14843	-	786	upstream	786	CLK2
chr1	156181973	156182020	48	*	X00739	100527963	156182779	156213123	30345	+	758	upstream	758	PMF1-BGLAP
chr1	156181973	156182020	48	*	X00739	11243	156182779	156209868	27090	+	758	upstream	758	PMF1
chr1	156647275	156647335	61	*	X00769	10763	156638556	156647189	8634	-	85	upstream	85	NES
chr1	156647471	156647575	105	*	X00770	10763	156638556	156647189	8634	-	281	upstream	281	NES
chr1	156711373	156711477	105	*	X00778	79590	156707094	156710923	3830	-	449	upstream	449	MRPL24
chr1	160174626	160174730	105	*	X00812	8682	160175125	160185162	10038	+	394	upstream	394	PEA15
chr1	161086280	161086384	105	*	X00822	4817	161087862	161095235	7374	+	1477	upstream	1477	NIT1
chr1	161128720	161128839	120	*	X00823	27005	161129254	161135516	6263	+	414	upstream	414	USP21
chr1	165666816	165666920	105	*	X00834	440700	165667987	165679199	11213	+	1066	upstream	1066	LOC440700
chr1	166807747	166807755	9	*	X00835	57645	166808724	166823709	14986	+	968	upstream	968	POGK
chr1	169074447	169074566	120	*	X00842	481	169075947	169101960	26014	+	1380	upstream	1380	ATP1B1
chr1	174127475	174127646	172	*	X00846	9910	174128552	174964445	835894	+	905	upstream	905	RABGAP1L
chr1	178061930	178062049	120	*	X00849	9462	178062864	178448648	385785	+	814	upstream	814	RASAL2
chr1	180600480	180600599	120	*	X00854	9213	180601146	180859415	258270	+	546	upstream	546	XPR1
chr1	183442560	183442669	110	*	X00869	284649	183430011	183441117	11107	-	1442	upstream	1442	SMG7-AS1
chr1	183605637	183605771	135	*	X00870	10092	183595328	183605076	9749	-	560	upstream	560	ARPC5
chr1	185287654	185287698	45	*	X00871	10625	185265522	185286461	20940	-	1192	upstream	1192	IVNS1ABP
chr1	190446777	190446896	120	*	X00872	339479	190066797	190446759	379963	-	17	upstream	17	BRINP3
chr1	200993596	200993628	33	*	X00877	23046	200938514	200992828	54315	-	767	upstream	767	KIF21B
chr1	201083076	201083277	202	*	X00878	779	201008640	201081694	73055	-	1381	upstream	1381	CACNA1S
chr1	201369026	201369029	4	*	X00882	3898	201349966	201368669	18704	-	356	upstream	356	LAD1
chr1	201616837	201617002	166	*	X00890	89796	201617450	201796102	178653	+	447	upstream	447	NAV1
chr1	201617033	201617141	109	*	X00891	89796	201617450	201796102	178653	+	308	upstream	308	NAV1
chr1	204121558	204121645	88	*	X00949	55224	204100190	204121307	21118	-	250	upstream	250	ETNK2
chr1	204121968	204122084	117	*	X00950	55224	204100190	204121307	21118	-	660	upstream	660	ETNK2
chr1	204328799	204328850	52	*	X00954	22874	204187979	204329057	141079	-	0	inside	206	PLEKHA6
chr1	205419482	205419551	70	*	X00970	442891	205417430	205417526	97	-	1955	upstream	1955	MIR135B
chr1	205783469	205783558	90	*	X00979	254428	205758221	205782161	23941	-	1307	upstream	1307	SLC41A1
chr1	206642897	206643046	150	*	X00982	9641	206643586	206670223	26638	+	539	upstream	539	IKBKE
chr1	206857765	206857884	120	*	X00985	9261	206858365	206907630	49266	+	480	upstream	480	MAPKAPK2
chr1	212004573	212004734	162	*	X00998	9926	211916799	212004114	87316	-	458	upstream	458	LPGAT1
chr1	223317323	223317392	70	*	X01012	7100	223282748	223316624	33877	-	698	upstream	698	TLR5
chr1	223888182	223888286	105	*	X01013	824	223889295	223963720	74426	+	1008	upstream	1008	CAPN2
chr1	226071509	226071628	120	*	X01032	9725	226033233	226070420	37188	-	1088	upstream	1088	TMEM63A
chr1	227057678	227057692	15	*	X01039	5664	227058273	227083804	25532	+	580	upstream	580	PSEN2
chr1	227923982	227924095	114	*	X01043	65094	227918890	227923112	4223	-	869	upstream	869	JMJD4
chr1	228297695	228297956	262	*	X01046	128308	228294380	228297013	2634	-	681	upstream	681	MRPL55
chr1	228595372	228595450	79	*	X01047	81559	228581377	228594517	13141	-	854	upstream	854	TRIM11
chr1	228595571	228595660	90	*	X01048	81559	228581377	228594517	13141	-	1053	upstream	1053	TRIM11
chr1	231762049	231762073	25	*	X01062	27185	231762561	232177019	414459	+	487	upstream	487	DISC1
chr1	249121330	249121354	25	*	X01086	80851	249104651	249120154	15504	-	1175	upstream	1175	SH3BP5L
chr10	178729	178773	45	*	X01089	10771	180405	300577	120173	+	1631	upstream	1631	ZMYND11
chr10	6621558	6621615	58	*	X01108	439949	6622387	6627323	4937	+	771	upstream	771	PRKCQ-AS1
chr10	15211317	15211362	46	*	X01118	9397	15147771	15210695	62925	-	621	upstream	621	NMT2
chr10	27389884	27390003	120	*	X01135	22852	27293045	27389427	96383	-	456	upstream	456	ANKRD26
chr10	35380148	35380252	105	*	X01153	8453	35297479	35379570	82092	-	577	upstream	577	CUL2
chr10	45474163	45474223	61	*	X01167	11067	45471709	45474330	2622	-	0	inside	106	DEPP1
chr10	45474441	45474582	142	*	X01168	11067	45471709	45474330	2622	-	110	upstream	110	DEPP1
chr10	45475303	45475407	105	*	X01169	11067	45471709	45474330	2622	-	972	upstream	972	DEPP1
chr10	51488215	51488239	25	*	X01177	653268	51464151	51486327	22177	-	1887	upstream	1887	AGAP7P
chr10	52385871	52385936	66	*	X01181	259230	52065345	52384923	319579	-	947	upstream	947	SGMS1
chr10	69835276	69835279	4	*	X01191	26091	69681656	69835103	153448	-	172	upstream	172	HERC4
chr10	72977860	72977994	135	*	X01209	728978	72976981	72977985	1005	-	0	overlapStart	0	UNC5B-AS1
chr10	73533805	73533870	66	*	X01217	64115	73507314	73533337	26024	-	467	upstream	467	VSIR
chr10	74032340	74032474	135	*	X01229	54541	74033677	74035797	2121	+	1202	upstream	1202	DDIT4
chr10	75351102	75351236	135	*	X01242	159195	75257296	75351298	94003	-	0	inside	61	USP54
chr10	75540024	75540113	90	*	X01243	118487	75541808	75543406	1599	+	1694	upstream	1694	CHCHD1
chr10	75636166	75636285	120	*	X01245	818	75572259	75634349	62091	-	1816	upstream	1816	CAMK2G
chr10	76868662	76868781	120	*	X01258	51207	76854190	76868970	14781	-	0	inside	188	DUSP13
chr10	76868812	76868937	126	*	X01259	51207	76854190	76868970	14781	-	0	inside	32	DUSP13
chr10	77054442	77054469	28	*	X01260	253264	77056141	77121436	65296	+	1671	upstream	1671	ZNF503-AS1
chr10	88718163	88718172	10	*	X01312	6623	88718288	88723017	4730	+	115	upstream	115	SNCG
chr10	88718163	88718172	10	*	X01312	79812	88695298	88717425	22128	-	737	upstream	737	MMRN2
chr10	88719183	88719332	150	*	X01313	79812	88695298	88717425	22128	-	1757	upstream	1757	MMRN2
chr10	88726196	88726300	105	*	X01315	10974	88728188	88730666	2479	+	1887	upstream	1887	ADIRF
chr10	88730006	88730222	217	*	X01316	119385	88730498	88784487	53990	+	275	upstream	275	AGAP11
chr10	89621304	89621377	74	*	X01320	5728	89623195	89728532	105338	+	1817	upstream	1817	PTEN
chr10	90639086	90639145	60	*	X01323	57559	90639944	90734910	94967	+	798	upstream	798	STAMBPL1
chr10	94833264	94833307	44	*	X01339	1592	94833232	94837641	4410	+	0	inside	31	CYP26A1
chr10	99448407	99448556	150	*	X01353	60370	99437181	99447015	9835	-	1391	upstream	1391	AVPI1
chr10	100029294	100029308	15	*	X01358	84171	100007443	100028007	20565	-	1286	upstream	1286	LOXL4
chr10	100029864	100029998	135	*	X01359	84171	100007443	100028007	20565	-	1856	upstream	1856	LOXL4
chr10	100174599	100174748	150	*	X01360	84795	100143322	100174978	31657	-	0	inside	229	PYROXD2
chr10	101191819	101191845	27	*	X01361	2805	101156627	101190530	33904	-	1288	upstream	1288	GOT1
chr10	102131849	102131968	120	*	X01365	90271	102133333	102148116	14784	+	1364	upstream	1364	OLMALINC
chr10	102503625	102503714	90	*	X01368	5076	102505468	102589698	84231	+	1753	upstream	1753	PAX2
chr10	102504690	102504749	60	*	X01369	5076	102505468	102589698	84231	+	718	upstream	718	PAX2
chr10	102748346	102748370	25	*	X01376	84545	102737579	102747272	9694	-	1073	upstream	1073	MRPL43
chr10	102756533	102756637	105	*	X01377	84445	102756864	102767593	10730	+	226	upstream	226	LZTS2
chr10	102790109	102790258	150	*	X01384	81855	102790996	102800998	10003	+	737	upstream	737	SFXN3
chr10	103541195	103541329	135	*	X01388	2253	103529887	103540126	10240	-	1068	upstream	1068	FGF8
chr10	103541889	103542068	180	*	X01389	2253	103529887	103540126	10240	-	1762	upstream	1762	FGF8
chr10	103542080	103542229	150	*	X01390	2253	103529887	103540126	10240	-	1953	upstream	1953	FGF8
chr10	103881742	103881876	135	*	X01399	8861	103867325	103880210	12886	-	1531	upstream	1531	LDB1
chr10	104178911	104178957	47	*	X01402	79176	104178979	104182893	3915	+	21	upstream	21	FBXL15
chr10	104475192	104475311	120	*	X01410	403	104433484	104474190	40707	-	1001	upstream	1001	ARL3
chr10	105880271	105880375	105	*	X01428	119392	105881816	105886143	4328	+	1440	upstream	1440	SFR1
chr10	106100038	106100157	120	*	X01430	85450	106069454	106098251	28798	-	1786	upstream	1786	ITPRIP
chr10	112255561	112255665	105	*	X01449	1847	112257625	112271302	13678	+	1959	upstream	1959	DUSP5
chr10	114207911	114208028	118	*	X01457	64429	114190058	114207306	17249	-	604	upstream	604	ZDHHC6
chr10	114708555	114708674	120	*	X01461	6934	114710009	114927436	217428	+	1334	upstream	1334	TCF7L2
chr10	127510594	127510683	90	*	X01506	56647	127512104	127542264	30161	+	1420	upstream	1420	BCCIP
chr10	135191608	135191647	40	*	X01523	196743	135192741	135205198	12458	+	1093	upstream	1093	PAOX
chr11	448827	448946	120	*	X01525	81490	450280	491387	41108	+	1333	upstream	1333	PTDSS2
chr11	560261	560348	88	*	X01526	8045	560971	564025	3055	+	622	upstream	622	RASSF7
chr11	574707	574886	180	*	X01529	57661	576483	612222	35740	+	1596	upstream	1596	PHRF1
chr11	693676	693765	90	*	X01531	283232	695591	705028	9438	+	1825	upstream	1825	TMEM80
chr11	705554	705644	91	*	X01532	64787	706120	727727	21608	+	475	upstream	475	EPS8L2
chr11	790477	790478	2	*	X01540	51286	787110	790126	3017	-	350	upstream	350	CEND1
chr11	790752	790991	240	*	X01541	51286	787110	790126	3017	-	625	upstream	625	CEND1
chr11	808041	808175	135	*	X01547	6181	809936	812876	2941	+	1760	upstream	1760	RPLP2
chr11	825052	825132	81	*	X01549	283229	826157	831991	5835	+	1024	upstream	1024	CRACR2B
chr11	825328	825477	150	*	X01550	283229	826157	831991	5835	+	679	upstream	679	CRACR2B
chr11	826372	826388	17	*	X01551	283229	826157	831991	5835	+	0	inside	214	CRACR2B
chr11	1329512	1329565	54	*	X01557	255512	1330938	1331937	1000	+	1372	upstream	1372	TOLLIP-AS1
chr11	1592072	1592101	30	*	X01566	338651	1593971	1620414	26444	+	1869	upstream	1869	KRTAP5-AS1
chr11	1594423	1594541	119	*	X01567	1850	1575281	1593150	17870	-	1272	upstream	1272	DUSP8
chr11	1594722	1594811	90	*	X01568	1850	1575281	1593150	17870	-	1571	upstream	1571	DUSP8
chr11	1594857	1595096	240	*	X01569	1850	1575281	1593150	17870	-	1706	upstream	1706	DUSP8
chr11	1595127	1595246	120	*	X01570	1850	1575281	1593150	17870	-	1976	upstream	1976	DUSP8
chr11	3079118	3079173	56	*	X01582	833	3022152	3078681	56530	-	436	upstream	436	CARS1
chr11	3664435	3664539	105	*	X01584	116969	3659736	3663546	3811	-	888	upstream	888	ART5
chr11	3664435	3664539	105	*	X01584	417	3666361	3685646	19286	+	1821	upstream	1821	ART1
chr11	5617255	5617315	61	*	X01592	117854	5617331	5634188	16858	+	15	upstream	15	TRIM6
chr11	5617255	5617315	61	*	X01592	445372	5617865	5665625	47761	+	549	upstream	549	TRIM6-TRIM34
chr11	6634550	6634568	19	*	X01593	6881	6632048	6633475	1428	-	1074	upstream	1074	TAF10
chr11	9781076	9781210	135	*	X01603	440028	9776317	9781080	4764	-	0	overlapStart	0	LINC02709
chr11	10877751	10877885	135	*	X01611	729013	10879764	10900823	21060	+	1878	upstream	1878	ZBED5-AS1
chr11	10881341	10881380	40	*	X01612	58486	10833621	10879620	46000	-	1720	upstream	1720	ZBED5
chr11	17037081	17037135	55	*	X01641	144100	16800548	17035963	235416	-	1117	upstream	1117	PLEKHA7
chr11	17037661	17037780	120	*	X01642	144100	16800548	17035963	235416	-	1697	upstream	1697	PLEKHA7
chr11	17230715	17230849	135	*	X01643	5286	17099277	17229530	130254	-	1184	upstream	1184	PIK3C2A
chr11	19736128	19736262	135	*	X01649	100126784	19732480	19736218	3739	-	0	overlapStart	0	LOC100126784
chr11	31390454	31390528	75	*	X01656	120526	31391377	31454382	63006	+	848	upstream	848	DNAJC24
chr11	44586085	44586174	90	*	X01677	3732	44587141	44641315	54175	+	966	upstream	966	CD82
chr11	46144654	46144660	7	*	X01690	51317	45950870	46142985	192116	-	1668	upstream	1668	PHF21A
chr11	46940616	46940735	120	*	X01703	4038	46878268	46940173	61906	-	442	upstream	442	LRP4
chr11	47199090	47199201	112	*	X01704	84364	47185849	47198676	12828	-	413	upstream	413	ARFGAP2
chr11	47376431	47376445	15	*	X01707	91252	47377001	47438051	61051	+	555	upstream	555	SLC39A13
chr11	48001440	48001509	70	*	X01713	5795	48002110	48192394	190285	+	600	upstream	600	PTPRJ
chr11	57093932	57094156	225	*	X01725	85456	57067103	57092413	25311	-	1518	upstream	1518	TNKS1BP1
chr11	57103666	57103705	40	*	X01726	6749	57093459	57103351	9893	-	314	upstream	314	SSRP1
chr11	57194702	57194821	120	*	X01727	29015	57174427	57195053	20627	-	0	inside	231	SLC43A3
chr11	57195092	57195226	135	*	X01728	29015	57174427	57195053	20627	-	38	upstream	38	SLC43A3
chr11	57226543	57226647	105	*	X01729	349667	57228339	57244384	16046	+	1691	upstream	1691	RTN4RL2
chr11	57227372	57227446	75	*	X01730	349667	57228339	57244384	16046	+	892	upstream	892	RTN4RL2
chr11	57417374	57417460	87	*	X01735	219539	57412560	57417417	4858	-	0	overlapStart	0	YPEL4
chr11	57417477	57417701	225	*	X01736	219539	57412560	57417417	4858	-	59	upstream	59	YPEL4
chr11	61659698	61659754	57	*	X01766	3995	61640998	61659006	18009	-	691	upstream	691	FADS3
chr11	62314964	62314987	24	*	X01769	79026	62201014	62314332	113319	-	631	upstream	631	AHNAK
chr11	62342451	62342555	105	*	X01772	1937	62327073	62342401	15329	-	49	upstream	49	EEF1G
chr11	62381619	62381873	255	*	X01774	256364	62369691	62380237	10547	-	1381	upstream	1381	EML3
chr11	62389786	62389803	18	*	X01776	26229	62382768	62389647	6880	-	138	upstream	138	B3GAT3
chr11	62473178	62473252	75	*	X01778	2785	62475066	62476678	1613	+	1813	upstream	1813	GNG3
chr11	62600229	62600333	105	*	X01779	6811	62574332	62599563	25232	-	665	upstream	665	STX5
chr11	62689042	62689326	285	*	X01784	1128	62676151	62689012	12862	-	29	upstream	29	CHRM1
chr11	63686157	63686291	135	*	X01790	283248	63678693	63684316	5624	-	1840	upstream	1840	RCOR2
chr11	63994511	63994600	90	*	X01798	83707	63991271	63993726	2456	-	784	upstream	784	TRPT1
chr11	64018027	64018155	129	*	X01803	5331	64018995	64036924	17930	+	839	upstream	839	PLCB3
chr11	64053798	64053947	150	*	X01805	572	64037300	64052176	14877	-	1621	upstream	1621	BAD
chr11	64071353	64071442	90	*	X01806	2101	64073044	64084210	11167	+	1601	upstream	1601	ESRRA
chr11	64086466	64086484	19	*	X01807	51504	64084165	64085033	869	-	1432	upstream	1432	TRMT112
